file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|2|length=186543|depth=1.03x	186543	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|86|length=16193|depth=1.05x	16193	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|183|length=4796|depth=0.61x	4796	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|189|length=4482|depth=0.62x	4482	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|196|length=4018|depth=0.83x	4018	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|123|length=10030|depth=0.66x	10030	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|166|length=5818|depth=0.87x	5818	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|18|length=57109|depth=0.96x	57109	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|129|length=9634|depth=1.12x	9634	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|35|length=34393|depth=0.93x	34393	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|54|length=25499|depth=0.93x	25499	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|84|length=16551|depth=1.06x	16551	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|39|length=32437|depth=0.99x	32437	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|206|length=3644|depth=0.83x	3644	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|193|length=4312|depth=1.26x	4312	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|110|length=12493|depth=0.71x	12493	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|28|length=41618|depth=0.89x	41618	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|221|length=2861|depth=0.73x	2861	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|215|length=3123|depth=1.06x	3123	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|227|length=2378|depth=0.41x	2378	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|44|length=29154|depth=0.97x	29154	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|192|length=4378|depth=0.77x	4378	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|87|length=16080|depth=0.76x	16080	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|150|length=7088|depth=0.85x	7088	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|105|length=12858|depth=0.71x	12858	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|197|length=3989|depth=0.99x	3989	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|93|length=15062|depth=0.72x	15062	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|188|length=4563|depth=0.79x	4563	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|130|length=9429|depth=0.77x	9429	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|15|length=58810|depth=1.00x	58810	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|163|length=6126|depth=0.67x	6126	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|56|length=24974|depth=0.73x	24974	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|173|length=5349|depth=0.66x	5349	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|79|length=17716|depth=0.96x	17716	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|47|length=27903|depth=0.95x	27903	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|154|length=6552|depth=0.95x	6552	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|157|length=6375|depth=0.77x	6375	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|228|length=2318|depth=0.73x	2318	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|120|length=10358|depth=0.68x	10358	Incomplete											
SRR3703080_illumina_unicycler.fasta	chromosome	SRR3703080_illumina_unicycler.fasta|182|length=4811|depth=0.90x	4811	Incomplete											
